DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 141 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008). [modifié et complété par l’article,"premier de la loi 78-12] A compter de la convocation de l'assemblée générale ordinaire annuelle et au moins pendant les quinze jours qui précèdent la date de la réunion, tout actionnaire a droit de prendre connaissance au siège social : 1) de l'ordre du jour de l'assemblée ; 2) du texte et de l'exposé des motifs des projets de résolutions présentés par le conseil d'administration ou le directoire et, le cas échéant, par les actionnaires ; 3) de la liste des administrateurs au conseil d'administration, des membres du directoire et du conseil de surveillance, ainsi que, le cas échéant, des renseignements concernant les candidats à ces organes ; 4) de l'inventaire, des états de synthèse de l'exercice écoulé, arrêtés par le conseil d'administration ou le directoire, ainsi que, le cas échéant, des observations du conseil de surveillance ; 5) du rapport de gestion du conseil d'administration ou du directoire soumis à l'assemblée, ainsi que, le cas échéant, des observations du conseil de surveillance ; 6) du rapport du ou des commissaires aux comptes soumis à l'assemblée et du rapport spécial prévu au 3ème alinéa de l'article 58 ou au 4ème alinéa de l’article 97 ; 7) du projet d'affectation des résultats. 8) de la liste prévue, selon le cas, au deuxième alinéa de l'article 57 ou de l'article 96 ci-dessus ; 9) la liste des conventions prévues aux articles 56 et 95.Toutefois, tout actionnaire peut obtenir à ses frais copie desdites conventions, A compter de la convocation de toutes autres assemblées, ordinaires ou extraordinaires, générales ou spéciales, tout actionnaire a également le droit, au moins pendant le délai de quinze jours qui précède la date de la réunion, de prendre, au même lieu, connaissance du texte des projets de résolutions, du rapport du conseil d'administration ou du directoire et, le cas échéant, du rapport du ou des commissaires aux comptes. Si le droit de participer à l'assemblée est subordonné par les statuts à la possession d'un nombre minimal d'actions, les documents et renseignements ci-dessus mentionnés sont envoyés au représentant du groupe d'actionnaires remplissant les conditions requises.","[55, 56]"
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 142 :,"Le rapport de gestion du conseil d'administration ou du directoire doit contenir tous les éléments d'information utiles aux actionnaires pour leur permettre d'apprécier l'activité de la société au cours de l'exercice écoulé, les opérations réalisées, les difficultés rencontrées, les résultats obtenus, la formation du résultat distribuable, la proposition d'affectation dudit résultat, la situation financière de la société et ses perspectives d'avenir. Si la société possède des filiales ou des participations ou si elle contrôle d'autres sociétés, le rapport doit contenir les mêmes informations à leur sujet, avec leur contribution au résultat social ; il y est annexé un état de ces filiales et participations avec indication des pourcentages détenus en fin d'exercice ainsi qu'un état des autres valeurs mobilières détenues en portefeuille à la même date et l'indication des sociétés qu'elle contrôle. Si la société a acquis des filiales ou des participations ou le contrôle d'autres sociétés en cours d'exercice, il en est fait spécialement mention.",[56]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 143 :,"Au sens de l'article qui précède, on entend par : - filiale, une société dans laquelle une autre société, dite mère, possède plus de la moitié du capital ; - participation, la détention dans une société par une autre société d'une Fraction du capital comprise entre 10 et 50 %.",[56]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 144 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Une société est considérée comme en contrôlant une autre lorsqu'elle : - détient seule ou de concert avec un ou plusieurs actionnaires directement ou indirectement une fraction de capital lui conférant la majorité des droits de vote dans les assemblées générales de cette société; dispose seule de la majorité des droits de vote dans cette société en vertu d'un accord conclu avec d'autres associés ou actionnaires qui n'est pas contraire à l'intérêt de la société ; - détermine en fait seule et ou de concert avec un ou plusieurs actionnaires, par les droits de vote dont elle dispose, les décisions dans les assemblées générales de cette société. Elle est présumée exercer ce contrôle lorsqu'elle dispose directement ou indirectement, d'une fraction des droits de vote supérieure à 40 % et qu'aucun autre associé ou actionnaire ne détient directement ou indirectement une fraction de ces droits supérieure à 30 %. Toute participation même inférieure à 10 % détenue par une société contrôlée est considérée comme détenue indirectement par la société qui la contrôle. Pour l'application des alinéas 1 et 2 du présent article, on entend par personnes agissant de concert les personnes physiques ou morales qui coopèrent sur la base d'un accord formel ou tacite, oral ou écrit visant à mettre en œuvre une politique commune vis-à-vis de la société.",[57]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 145 :,"Pendant le délai de quinze jours avant la réunion de toute assemblée générale, tout actionnaire a le droit d'obtenir communication de la liste des actionnaires avec l'indication du nombre et de la catégorie d'actions dont chaque actionnaire est titulaire.",[57]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 146 :,"Tout actionnaire a droit, à toute époque, d'obtenir communication des documents sociaux visés à l'article 141 et concernant les trois derniers exercices ainsi que des procès-verbaux et feuilles de présence des assemblées générales tenues au cours de ces exercices.",[57]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 147 :,"Sauf en ce qui concerne l'inventaire, le droit de prendre connaissance emporte celui de prendre copie.",[57]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 148 :,"Si la société refuse en totalité ou en partie la communication de documents contrairement aux dispositions des articles 141, 145, 146, 147 et 150 l'actionnaire auquel ce refus a été opposé peut demander au président du tribunal, statuant en référé, d'ordonner à la société, sous astreinte, de communiquer les documents dans les conditions prévues auxdits articles.",[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 149 :,"Tout actionnaire exerçant le droit d'obtenir communication de documents et renseignements auprès de la société, peut se faire assister d'un conseil.",[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 150 :,"Les droits reconnus à l'actionnaire par les articles 141, 145 et 146 sont exercés par lui-même ou par son mandataire, dûment habilité, au siège social. Le droit de communication des documents, prévu aux articles visés à l'alinéa précédent, appartient également à chacun des copropriétaires d'actions indivises, au nu-propriétaire et à l'usufruitier d'actions, ainsi qu'aux propriétaires de certificats d'investissement et de droit de vote.",[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 151 :,"Les statuts peuvent prévoir que les documents visés aux articles 141, 145 et 146, à l'exclusion de l'inventaire, sont envoyés d'office aux actionnaires nominatifs à l'adresse indiquée par eux, aux frais de la société, en même temps que la convocation ; il en est de même pour les actionnaires titulaires d'actions au porteur qui en font la demande en justifiant de leur qualité.",[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre Premier : Des sociétés anonymes ne faisant pas appel public à,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 152 :,"En cas de violation des dispositions du présent chapitre, l'assemblée peut être annulée.",[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre II : Des sociétés anonymes faisant appel public à l'épargne,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 153 : abrogé par l’article 3 de la loi 78-12,,[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre II : Des sociétés anonymes faisant appel public à l'épargne,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 154 : abrogé par l’article 3 de la loi 78-12,,[58]
Loi n° 17-95,TITRE V - DE L'INFORMATION DES ACTIONNAIRES,Chapitre II : Des sociétés anonymes faisant appel public à l'épargne,Section II : Des fonctions et pouvoirs des organes de direction et de surveillance,Article 155 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Les dispositions des articles 140 à 152 de la présente loi sont applicables aux sociétés anonymes faisant appel public à l'épargne. Dans les sociétés faisant appel public à l'épargne, le rapport de gestion du conseil d'administration ou du directoire fait ressortir la valeur et la pertinence des investissements entrepris par la société, ainsi que leur impact prévisible sur le développement de celle-ci. Il fait, également, ressortir, le cas échéant, les risques inhérents auxdits investissements ; il indique et analyse les risques et événements, connus de la direction ou de l'administration de la société, et qui sont susceptibles d'exercer une influence favorable ou défavorable sur sa situation financière.",[59]
